Compound::DB00970	CdG	Gene::64121
Compound::DB01034	CdG	Gene::10362
Compound::DB00864	CdG	Gene::11065
Compound::DB01623	CdG	Gene::5982
Compound::DB01177	CdG	Gene::6839
Compound::DB00441	CdG	Gene::23204
Compound::DB01030	CdG	Gene::10556
Compound::DB00374	CdG	Gene::2171
Compound::DB00641	CdG	Gene::10436
Compound::DB00762	CdG	Gene::79109
Compound::DB00877	CdG	Gene::10523
Compound::DB00643	CdG	Gene::10092
Compound::DB08881	CdG	Gene::51116
Compound::DB00481	CdG	Gene::9787
Compound::DB06287	CdG	Gene::9410
Compound::DB09020	CdG	Gene::9641
Compound::DB01586	CdG	Gene::4817
Compound::DB00367	CdG	Gene::11200
Compound::DB00928	CdG	Gene::7167
Compound::DB00374	CdG	Gene::23378
Compound::DB00444	CdG	Gene::4216
Compound::DB02546	CdG	Gene::9805
Compound::DB08911	CdG	Gene::8243
Compound::DB00694	CdG	Gene::8480
Compound::DB00943	CdG	Gene::9518
Compound::DB00877	CdG	Gene::5236
Compound::DB00441	CdG	Gene::5901
Compound::DB01179	CdG	Gene::3417
Compound::DB00449	CdG	Gene::26520
Compound::DB01273	CdG	Gene::1808
Compound::DB00643	CdG	Gene::50810
Compound::DB01165	CdG	Gene::9897
Compound::DB00783	CdG	Gene::54800
Compound::DB04573	CdG	Gene::10318
Compound::DB00996	CdG	Gene::10318
Compound::DB08881	CdG	Gene::3589
Compound::DB00443	CdG	Gene::158471
Compound::DB00530	CdG	Gene::10038
Compound::DB00970	CdG	Gene::7268
Compound::DB00261	CdG	Gene::10969
Compound::DB01248	CdG	Gene::79850
Compound::DB00631	CdG	Gene::11113
Compound::DB01092	CdG	Gene::5710
Compound::DB00688	CdG	Gene::1105
Compound::DB00188	CdG	Gene::11157
Compound::DB00928	CdG	Gene::56731
Compound::DB00715	CdG	Gene::10460
Compound::DB01092	CdG	Gene::1070
Compound::DB00411	CdG	Gene::4830
Compound::DB01024	CdG	Gene::1994
Compound::DB00530	CdG	Gene::824
Compound::DB08866	CdG	Gene::6165
Compound::DB00188	CdG	Gene::29082
Compound::DB00570	CdG	Gene::26011
Compound::DB00367	CdG	Gene::991
Compound::DB00367	CdG	Gene::23421
Compound::DB00132	CdG	Gene::23512
Compound::DB01015	CdG	Gene::2131
Compound::DB00180	CdG	Gene::55723
Compound::DB08866	CdG	Gene::2171
Compound::DB01051	CdG	Gene::3485
Compound::DB01179	CdG	Gene::9868
Compound::DB00588	CdG	Gene::7296
Compound::DB00773	CdG	Gene::54821
Compound::DB00162	CdG	Gene::7837
Compound::DB00244	CdG	Gene::51056
Compound::DB01014	CdG	Gene::1666
Compound::DB06803	CdG	Gene::4144
Compound::DB00374	CdG	Gene::10244
Compound::DB04865	CdG	Gene::5034
Compound::DB00763	CdG	Gene::9518
Compound::DB01186	CdG	Gene::6253
Compound::DB00923	CdG	Gene::5347
Compound::DB04865	CdG	Gene::8720
Compound::DB01165	CdG	Gene::211
Compound::DB00643	CdG	Gene::2542
Compound::DB06616	CdG	Gene::1848
Compound::DB00649	CdG	Gene::23597
Compound::DB01030	CdG	Gene::9690
Compound::DB00481	CdG	Gene::9133
Compound::DB00563	CdG	Gene::1058
Compound::DB00374	CdG	Gene::1635
Compound::DB01011	CdG	Gene::9093
Compound::DB00188	CdG	Gene::23788
Compound::DB00091	CdG	Gene::9928
Compound::DB00390	CdG	Gene::3315
Compound::DB00762	CdG	Gene::220134
Compound::DB01024	CdG	Gene::1213
Compound::DB00332	CdG	Gene::3856
Compound::DB01074	CdG	Gene::4709
Compound::DB00679	CdG	Gene::22974
Compound::DB00540	CdG	Gene::55699
Compound::DB00445	CdG	Gene::22887
Compound::DB01262	CdG	Gene::55748
Compound::DB00398	CdG	Gene::50814
Compound::DB00553	CdG	Gene::23029
Compound::DB08911	CdG	Gene::5800
Compound::DB00773	CdG	Gene::3930
Compound::DB00481	CdG	Gene::24137
Compound::DB01103	CdG	Gene::1207
Compound::DB01024	CdG	Gene::54663
Compound::DB01074	CdG	Gene::6634
Compound::DB01177	CdG	Gene::874
Compound::DB01254	CdG	Gene::10038
Compound::DB00444	CdG	Gene::9793
Compound::DB00268	CdG	Gene::6813
Compound::DB08881	CdG	Gene::6382
Compound::DB08881	CdG	Gene::7277
Compound::DB00441	CdG	Gene::10276
Compound::DB00392	CdG	Gene::23029
Compound::DB00390	CdG	Gene::23598
Compound::DB00296	CdG	Gene::1534
Compound::DB01396	CdG	Gene::84617
Compound::DB00426	CdG	Gene::10797
Compound::DB00631	CdG	Gene::9493
Compound::DB00861	CdG	Gene::7298
Compound::DB01623	CdG	Gene::51081
Compound::DB00317	CdG	Gene::8624
Compound::DB08912	CdG	Gene::23397
Compound::DB00227	CdG	Gene::51096
Compound::DB00443	CdG	Gene::6192
Compound::DB01034	CdG	Gene::29127
Compound::DB01177	CdG	Gene::10153
Compound::DB01053	CdG	Gene::9270
Compound::DB00783	CdG	Gene::501
Compound::DB01103	CdG	Gene::7371
Compound::DB00404	CdG	Gene::79073
Compound::DB00878	CdG	Gene::4172
Compound::DB00570	CdG	Gene::1763
Compound::DB00187	CdG	Gene::5255
Compound::DB00643	CdG	Gene::55500
Compound::DB00591	CdG	Gene::3385
Compound::DB01366	CdG	Gene::4864
Compound::DB06589	CdG	Gene::2185
Compound::DB00300	CdG	Gene::1666
Compound::DB08865	CdG	Gene::27101
Compound::DB00947	CdG	Gene::2175
Compound::DB01104	CdG	Gene::23210
Compound::DB01273	CdG	Gene::7846
Compound::DB00787	CdG	Gene::4282
Compound::DB00643	CdG	Gene::55709
Compound::DB00456	CdG	Gene::51079
Compound::DB00758	CdG	Gene::51021
Compound::DB00928	CdG	Gene::1468
Compound::DB00396	CdG	Gene::8318
Compound::DB04865	CdG	Gene::10099
Compound::DB00170	CdG	Gene::5501
Compound::DB01030	CdG	Gene::3930
Compound::DB01030	CdG	Gene::4088
Compound::DB01254	CdG	Gene::51330
Compound::DB01268	CdG	Gene::9552
Compound::DB01156	CdG	Gene::1738
Compound::DB00176	CdG	Gene::9709
Compound::DB00968	CdG	Gene::8520
Compound::DB01016	CdG	Gene::10818
Compound::DB04896	CdG	Gene::2697
Compound::DB06710	CdG	Gene::79850
Compound::DB06711	CdG	Gene::51170
Compound::DB01074	CdG	Gene::29929
Compound::DB00947	CdG	Gene::6119
Compound::DB00427	CdG	Gene::5909
Compound::DB00170	CdG	Gene::3161
Compound::DB00970	CdG	Gene::9847
Compound::DB01590	CdG	Gene::28977
Compound::DB06803	CdG	Gene::54948
Compound::DB04865	CdG	Gene::9837
Compound::DB00928	CdG	Gene::10962
Compound::DB01034	CdG	Gene::10273
Compound::DB00903	CdG	Gene::51053
Compound::DB00745	CdG	Gene::10687
Compound::DB01229	CdG	Gene::11200
Compound::DB00679	CdG	Gene::10523
Compound::DB00481	CdG	Gene::3832
Compound::DB00810	CdG	Gene::23326
Compound::DB00445	CdG	Gene::1434
Compound::DB01092	CdG	Gene::29088
Compound::DB00846	CdG	Gene::3303
Compound::DB01030	CdG	Gene::22794
Compound::DB08860	CdG	Gene::5111
Compound::DB01177	CdG	Gene::1051
Compound::DB00694	CdG	Gene::7705
Compound::DB00242	CdG	Gene::11065
Compound::DB01197	CdG	Gene::4864
Compound::DB00415	CdG	Gene::64943
Compound::DB01394	CdG	Gene::10282
Compound::DB01396	CdG	Gene::64981
Compound::DB00390	CdG	Gene::5836
Compound::DB00367	CdG	Gene::5591
Compound::DB00305	CdG	Gene::4643
Compound::DB06710	CdG	Gene::5982
Compound::DB00091	CdG	Gene::7112
Compound::DB08860	CdG	Gene::642
Compound::DB01243	CdG	Gene::994
Compound::DB00384	CdG	Gene::5529
Compound::DB08604	CdG	Gene::9837
Compound::DB00631	CdG	Gene::23397
Compound::DB00602	CdG	Gene::5427
Compound::DB00390	CdG	Gene::29087
Compound::DB00877	CdG	Gene::23210
Compound::DB01103	CdG	Gene::23463
Compound::DB01119	CdG	Gene::51026
Compound::DB06287	CdG	Gene::9690
Compound::DB00643	CdG	Gene::6284
Compound::DB01406	CdG	Gene::3930
Compound::DB00694	CdG	Gene::57050
Compound::DB01406	CdG	Gene::79828
Compound::DB00390	CdG	Gene::2530
Compound::DB00541	CdG	Gene::716
Compound::DB01030	CdG	Gene::94134
Compound::DB00602	CdG	Gene::5982
Compound::DB00773	CdG	Gene::11004
Compound::DB00441	CdG	Gene::3181
Compound::DB01016	CdG	Gene::1500
Compound::DB00591	CdG	Gene::874
Compound::DB01034	CdG	Gene::10051
Compound::DB01179	CdG	Gene::8091
Compound::DB00754	CdG	Gene::6050
Compound::DB01034	CdG	Gene::11098
Compound::DB00408	CdG	Gene::79080
Compound::DB08901	CdG	Gene::6675
Compound::DB01216	CdG	Gene::64429
Compound::DB01211	CdG	Gene::8050
Compound::DB00309	CdG	Gene::7167
Compound::DB00822	CdG	Gene::27095
Compound::DB08916	CdG	Gene::8796
Compound::DB08901	CdG	Gene::5438
Compound::DB06803	CdG	Gene::1429
Compound::DB01211	CdG	Gene::10237
Compound::DB01179	CdG	Gene::5111
Compound::DB01098	CdG	Gene::1950
Compound::DB01179	CdG	Gene::11168
Compound::DB00411	CdG	Gene::56654
Compound::DB01590	CdG	Gene::79080
Compound::DB01261	CdG	Gene::9842
Compound::DB01366	CdG	Gene::7013
Compound::DB00568	CdG	Gene::10318
Compound::DB01115	CdG	Gene::29082
Compound::DB01396	CdG	Gene::57819
Compound::DB00643	CdG	Gene::2582
Compound::DB00190	CdG	Gene::5018
Compound::DB00188	CdG	Gene::51596
Compound::DB00481	CdG	Gene::7372
Compound::DB01204	CdG	Gene::5706
Compound::DB01273	CdG	Gene::8364
Compound::DB01053	CdG	Gene::39
Compound::DB00390	CdG	Gene::79991
